2023-09-20/16:10:20		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-21/18:37:08		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-21/18:37:09		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-21/18:37:09		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-21/18:37:10		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-21/18:37:11		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-21/18:37:11		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/14:09:19		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/14:09:20		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/14:09:20		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/14:09:20		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/14:09:21		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/14:09:21		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/14:09:22		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/14:09:24		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/14:09:24		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/14:31:31		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/14:31:31		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/14:31:32		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/14:31:32		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/14:31:32		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/14:31:33		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/14:31:34		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/14:31:34		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/14:31:34		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/14:34:39		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/14:34:39		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/14:34:40		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/14:34:40		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/14:34:40		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/14:34:41		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/14:34:42		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/14:34:42		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/14:34:43		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/14:39:10		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/14:39:11		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/14:39:11		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/14:39:11		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/14:39:12		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/14:39:12		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/14:39:13		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/14:39:14		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/14:39:15		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/14:40:54		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/14:40:54		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/14:40:55		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/14:40:55		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/14:40:55		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/14:40:56		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/14:40:56		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/14:40:57		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/14:40:57		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/14:43:29		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/14:43:30		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/14:43:30		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/14:43:31		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/14:43:31		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/14:43:32		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/14:43:32		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/14:43:33		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/14:43:34		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/18:55:51		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/18:55:51		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/18:55:51		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/18:55:51		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/18:55:52		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/18:55:52		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/18:55:54		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/18:55:55		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/18:55:55		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/18:57:56		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/18:57:56		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/18:57:57		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/18:57:57		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/18:57:57		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/18:57:58		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/18:57:59		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/18:58:00		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/18:58:00		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/19:05:14		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/19:05:14		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/19:05:14		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/19:05:14		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/19:05:15		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/19:05:15		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/19:05:16		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/19:05:16		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/19:05:17		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/19:06:01		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/19:06:01		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/19:06:01		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/19:06:01		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/19:06:02		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/19:06:02		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/19:06:03		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/19:06:03		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/19:06:04		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/19:20:58		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/19:20:58		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/19:20:58		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/19:20:58		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/19:20:59		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/19:20:59		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/19:21:00		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/19:21:01		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/19:21:01		 wafer_29012020_050617.csv: File Transformed successfully!!
2023-09-22/19:27:32		 wafer_13012020_090817.csv: File Transformed successfully!!
2023-09-22/19:27:32		 wafer_16012020_051629.csv: File Transformed successfully!!
2023-09-22/19:27:33		 wafer_20022020_090716.csv: File Transformed successfully!!
2023-09-22/19:27:33		 wafer_21012020_080913.csv: File Transformed successfully!!
2023-09-22/19:27:33		 wafer_23012020_041211.csv: File Transformed successfully!!
2023-09-22/19:27:34		 wafer_27012020_080911.csv: File Transformed successfully!!
2023-09-22/19:27:35		 wafer_28012020_090817.csv: File Transformed successfully!!
2023-09-22/19:27:36		 wafer_28042020_031911.csv: File Transformed successfully!!
2023-09-22/19:27:36		 wafer_29012020_050617.csv: File Transformed successfully!!
